country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,price_tier,is_provence
France,"A pale copper-pink color in the glass, this is a bright and fruit-forward wine, with upfront notes of peach, yellow melon, ripe berry and pink florals. Flavors of white peach and cherry follow through to the lightweight palate, with lively acidity that lends refreshment to the close. Drink now.",,88,16.0,Languedoc-Roussillon,Languedoc,,Lauren Buzzeo,@laurbuzz,Château de Jonquieres 2016 Rosé (Languedoc),Rosé,Château de Jonquieres,15_20,0
France,"Light, crisp and fresh, this is the epitome of summer rosé apéritifs. It comes from a blend of Cabernet Sauvignon and Merlot, bright and lively with just a hint of the typical caramel flavor of a Merlot rosé. Drink now.",Colombelle L'Original,84,15.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Producteurs Plaimont 2015 Colombelle L'Original Rosé (Côtes de Gascogne),Rosé,Producteurs Plaimont,10_15,0
Spain,"Initially, this rosé made from free-run Garnacha and Cabernet Sauvignon juice smells sulfuric and gaseous, but with time it turns more plump and fruity. This is blocky and chunky on the palate, with yeasty, wheaty plum flavors. A scattered, bitter tasting finish with mustard notes closes it out.",De Lágrima,84,25.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Ochoa 2014 De Lágrima Rosado (Navarra),Rosado,Ochoa,20_30,0
Portugal,"This light wine has crisp raspberry fruits, and lively acidity. It is all fruit with only the lightest texture and very ready to drink now.",Casa do Lago,84,10.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2015 Casa do Lago Rosé (Lisboa),Rosé,DFJ Vinhos,under_10,0
Portugal,"This wine is a blend of Touriga Nacional and Syrah, with an off-dry fruitiness and soft, raspberry flavors. It is light and crisp with just a touch of caramel. Drink now.",Terra de Lobos,84,10.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2015 Terra de Lobos Rosé (Tejo),Rosé,Quinta do Casal Branco,under_10,0
Spain,"Funky, yeasty aromas seem forced and unnatural. This has a sketchy build and a flabby mouthfeel, while dry, melony flavors turn mildly bitter on the finish.",,84,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sierra Cantabria 2014 Rosado (Rioja),Rosado,Sierra Cantabria,10_15,0
US,"Quite pale and pink in color, this wine has more flavor and body than the color would suggest. It blends cherry and ripe pear notes on a smooth mouth-filling texture that clings to the palate and extends the finish.",Shake Ridge Vineyards,87,28.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Yorba 2016 Shake Ridge Vineyards Rosado (Amador County),Rosado,Yorba,20_30,0
Italy,This has subdued aromas suggesting beeswax and toasted almond. The straightforward palate offers apple and white cherry alongside tangy acidity.,,87,15.0,Veneto,Bardolino Chiaretto,,Kerin O’Keefe,@kerinokeefe,Albino Piona 2016  Bardolino Chiaretto,Rosé,Albino Piona,10_15,0
US,"This value-priced low-alcohol wine has all the refreshing elements for a good rosé: light body, mild watermelon and peach flavors and a crisp texture. It has fresh acidity and good balance, too.",Dry,87,25.0,California,California,California Other,Jim Gordon,@gordone_cellars,Bota Box 2016 Dry Rosé (California),Rosé,Bota Box,20_30,0
US,"This has a musky, earthy aroma, that introduces a rather rustic wine that might fit comfortably in one of those old-style straw flasks known in Italy as fiascos. Leafy with sweet tomato and pastry fruit flavors, it's perfect for pasta or pizza.",,86,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Wind Rose 2010 Barbera (Columbia Valley (WA)),Barbera,Wind Rose,20_30,0
Austria,"Very lightly textured, this fruity, fresh wine has a hint of caramel to accent flavors of citrus and red berries. The aftertaste is clean and always packed with fruit. Screwcap.",,86,12.0,Steiermark,,,Roger Voss,@vossroger,Strauss 2012 Rosé (Steiermark),Rosé,Strauss,10_15,0
US,"Light, clean and citrusy aromas of lemon, lime and grapefruit skin meet with a dollop of white peach and dusting of crushed slate on the nose of this wine. A fine-pointed acidity carries nectarine, pluot and Asian pear flavors across the palate, which trends racy, bright and slightly sour, with a chalky structure.",Rosella's Vineyard,93,48.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2014 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa,30_50,0
France,"This wine falls firmly on the fruity side. It has red berry fruits, soft tannins and a bright acidity that gives lightness. Not for aging.",,85,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Plantier Rose 2011  Saint-Estèphe,Bordeaux-style Red Blend,Château Plantier Rose,,0
US,"The color is dark for a rosé, and the wine is heavy, but then, the blend is Cabernet Sauvignon, Merlot and Pinot Noir. You'll find ripe, strong flavors of raspberries, red currants and vanilla.",,85,28.0,California,Napa Valley,Napa,,,Envy 2012 Rosé (Napa Valley),Rosé,Envy,20_30,0
Italy,"Clean mineral notes blend nicely with fresh berry fruit, red rose and raspberry. This is a simple but genuine wine that would pair with roasted fish or vegetable risotto.",Rosato,85,17.0,Northeastern Italy,Trentino,,,,Lechthaler 2007 Rosato Lagrein (Trentino),Lagrein,Lechthaler,15_20,0
US,"Enormously rich, this Pinot Noir has gigantic fruit flavors of blackberries, cherries, raspberries, cola, mocha, anise and pepper. Some will call it a fruit bomb because it doesn't have much structure to balance all that extravagance.",Rosella's Vineyard,85,50.0,California,Santa Lucia Highlands,Central Coast,,,Loring Wine Company 2007 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Loring Wine Company,30_50,0
Italy,"This sparkler has a touch of playful sweetness without being sticky or cloying. As far as its aromas are concerned, you'll detect citrus, floral notes, minerals and a slightly smoky or musky quality on the periphery.",Extra Dry,87,21.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Masottina NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Masottina,20_30,0
France,"From the Côtes de Provence, this is a lightweight sparkling rosé wine that boasts tasty strawberry and sour-apple flavors. A hint of chocolate creeps in on the finish.",Le Grand Cros La Maîtresse Rosé Brut,86,25.0,France Other,Vin Mousseux,,Joe Czerwinski,@JoeCz,Domaine du Grand Cros NV Le Grand Cros La Maîtresse Rosé Brut Sparkling (Vin Mousseux),Sparkling Blend,Domaine du Grand Cros,20_30,0
Italy,"Pretty citrus tones are backed by white peach and soapy floral notes to produce a clean, fresh sparkler that is easy and approachable. The wine is beautifully crisp with smooth citrus flavors that leave a lasting impression.",Millesimato Val d'Oca Extra Dry,86,,Veneto,Prosecco di Valdobbiadene,,,,Cantina Produttori di Valdobbiadene 2006 Millesimato Val d'Oca Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Cantina Produttori di Valdobbiadene,,0
Italy,"Villa Sandi's dry Prosecco registers high in sweetness, an impression reinforced by the wine's fragrant floral aromas—you'll detect loads of jasmine. It's chewy-sweet in the mouth with medium zest on the close.",Dry Cuvée,86,19.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Villa Sandi NV Dry Cuvée  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Villa Sandi,15_20,0
Italy,"This sparkler opens with a very pale golden color and lively bubbling. But looks can be deceiving because its intense aromas are anything but plain: Sweet floral tones mingle with peach, herbal notes and bee's wax.",Dry Millesimato,86,21.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Montesel Renzo 2006 Dry Millesimato  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Montesel Renzo,20_30,0
US,"This is a stand out rosé amidst an excellent lineup of New York pinks this vintage. Made from Cabernet Franc, it juxtaposes plump, silken mouthfeel against bright, crisp red cherry and bramble berry notes. It's a sprightly, yet concentrated and deeply satisfying sip.",Dry,91,20.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Paumanok 2014 Dry Rosé (North Fork of Long Island),Rosé,Paumanok,15_20,0
France,"This wine is smooth, soft and gently fruity, with a rounded texture that only hints at crispness. It's in an easy apéritif style.",,84,17.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Suau 2016 Rosé (Bordeaux Rosé),Rosé,Château Suau,15_20,0
Spain,"This is almost red in color, with spicy bell pepper aromas resulting from early harvested Cabernet Sauvignon. Its full, chunky palate shows yeasty, lightly green and peppery flavors that linger on the finish.",Cabernet Sauvignon,84,15.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Príncipe de Viana 2016 Cabernet Sauvignon Rosado (Navarra),Rosado,Príncipe de Viana,10_15,0
France,"This wine has a ripe texture, rich fruit and touches of spice. Full bodied and tangy, it's smooth, with a hint of caramel. Drink now.",Fleurs de Belcier,84,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de Belcier 2016 Fleurs de Belcier Rosé (Bordeaux Rosé),Rosé,Château de Belcier,10_15,0
France,This wine has a caramel edge that gives richness but also detracts from the fruit. It offers a smooth texture along with a spicy edge. Drink now.,7 Hectares Vin Bio,84,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de Lisennes 2016 7 Hectares Vin Bio Rosé (Bordeaux Rosé),Rosé,Château de Lisennes,10_15,0
France,"This vivid pink-colored wine, 50-50 Merlot and Cabernet Sauvignon, is soft, with gentle fruitiness and crisp edge. Acidity and a herbal edge add a more textured character. Drink now.",Les Caprices d'Anaïs,84,10.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château des Arnauds 2016 Les Caprices d'Anaïs Rosé (Bordeaux Rosé),Rosé,Château des Arnauds,under_10,0
France,"Soft and ripe, this caramel-flavored wine has hints of strawberries. Drink now.",,84,30.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Mémoires 2016 Rosé (Bordeaux Rosé),Rosé,Château Mémoires,20_30,0
France,"This is an attractive, fruity wine, produced in Meursault. It is fresh with lemon and tangy orange-zest flavors. A light tannic texture adds an edge to the fresh fruit.",Brut Rosé,87,20.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Charles Duret NV Brut Rosé  (Crémant de Bourgogne),Sparkling Blend,Charles Duret,15_20,0
France,"From Pinot Noir grown on clay and limestone soils, this aromatic, fresh wine offers a delicious balance between the red fruits and acidity. A ripe wine, it shows a distinctly fruity character, and is ready to drink now.",Châtenoy,87,22.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Isabelle et Pierre Clément 2014 Châtenoy Rosé (Menetou-Salon),Rosé,Isabelle et Pierre Clément,20_30,0
US,"Made from a blend of Cabernet Sauvignon, Syrah and Malbec grapes, aged six months sur lie in barrel, this dry wine has a pleasing ruby color and tannic, woodsy waves of waxy strawberry. It finishes clean and fresh.",Lillá in Fiore,87,38.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Patland 2014 Lillá in Fiore Rosé (Napa Valley),Rosé,Patland,30_50,0
Chile,"Kind of brown, which makes sense seeing that it's an older 2008 model. The nose shows sweet peach and mango aromas, and some oxidization. The palate is drying and short, with bitter-tinged peach and citrus flavors. Flat and dry on the finish.",Carmenère,83,10.0,Central Valley,,,Michael Schachner,@wineschach,Pacifico Sur 2008 Carmenère Rosé (Central Valley),Rosé,Pacifico Sur,under_10,0
France,"The wine is very crisp, but a tight, nervy and almost bitter acidity cuts through and is almost shocking. Maybe it will soften in a few months.",Terres de Saint-Louis,84,12.0,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Estandon 2013 Terres de Saint-Louis Rosé (Coteaux Varois en Provence),Rosé,Estandon,10_15,1
Portugal,"A blend of Aragonez, Syrah and Touriga Nacional, this is a crisp wine, full of raspberry fruits and a soft texture. It is attractive with its balance of acidity and fruit, and is very ready to drink.",Ciconia,85,12.0,Alentejano,,,Roger Voss,@vossroger,Ciconia 2016 Ciconia Rosé (Alentejano),Rosé,Ciconia,10_15,0
France,"Don't be fooled by this wine. Although it looks like a typical dry Provence rosé, it's medium sweet. With Black Muscat in the blend, it's soft and perfumed, its sweetness balanced by acidity.",,85,12.0,France Other,Mediterranée,,Roger Voss,@vossroger,Maison Marcel 2016 Rosé (Mediterranée),Rosé,Maison Marcel,10_15,0
US,"This is a classically light rosé, fragrant in strawberry and raspberry. Traces of pomegranate on the back palate offers darker, riper fruit in the glass, getting prettier as it goes along. Deliciously dry and dancing in acidity, it has plenty of citrus on the finish. The wine is substantial enough for springtime and summertime meals, but will drink equally well on its own.",Rosé of,92,20.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,15_20,0
France,"A crisp, very fresh wine with flavors of red currants and open acidity and a light feel. A caramel taste rounds the wine through the finish.",Rosé,83,9.0,Southwest France,Vin de Pays des Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Ballade 2007 Rosé Cabernet Sauvignon (Vin de Pays des Côtes de Gascogne),Cabernet Sauvignon,Domaine de Ballade,under_10,0
US,"A very light shade of pink, this wine is quite delicate, maybe too much so, showing light strawberry, bubblegum, nectarine and tangerine-peel notes on the nose. The palate offers a lot of texture but not a ton of flavor, with raspberry and dried-lemon elements.",,86,23.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Croma Vera 2015 Rosé (Paso Robles),Rosé,Croma Vera,20_30,0
France,"A very pale rosé, this blend of Grenache and Syrah is medium bodied, features hints of red berries to go along with barely ripe nectarines and finishes crisp and refreshing. Drink now.",Château Grand Escalion,86,13.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Gabriel Meffre 2015 Château Grand Escalion Rosé (Costières de Nîmes),Rosé,Gabriel Meffre,10_15,0
Spain,"This Graciano-based rosé smells oily, a bit funky and like chewing gum, with no specific fruit scents. A high-acid palate reflects the high-acid base grape, while this tastes salty, tangy and pickled, with vague fruit flavors that turn briny on the finish.",Graciano,86,20.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Proelio 2015 Graciano Rosado (Rioja),Rosado,Proelio,15_20,0
